userID	username	utc off	profile created	favorites	followers	following	tweets	retweetID	retweet user	retweet count	text	quote	date	url	lat	lon	tweetID	relevant	com_vape	news_vape	policy_vape	health_vape	use_vape	pro_vape	anti_vape	procure_vape	addiction_vape
'135521709	timspencer1		Wed Apr 21 14:49:59 +0000 2010	21029	1130	1641	19052			0	" @Tonygoode @SimonSgair Vaping isn't smoking. There is no ""smoke"" only vapour (which we all breath in an out every minute of our lives) "	  	http://twitter.com/timspencer1/status/1031254213253365760				'1031254213253365760	1	0	0	0	0	0	1	0	0	0
'2344200414	anissa_bonilla		Fri Feb 14 22:35:44 +0000 2014	5408	253	400	3381			0	 how to piss @brennajobb off: throw her juul in the sand 	  	http://twitter.com/anissa_bonilla/status/1031303851473657858				'1031303851473657858	1	0	0	0	0	0	1	0	1	0
'15138829	CherylShuman		Mon Jun 16 21:21:23 +0000 2008	82862	36201	27866	160211			0	 Meet the Woman giving cannabis culture a style makeover _newline_ Beverly Hills Cannabis Club entrepreneur @CherylShuman & the ruby and diamond encrusted vape pen she sells for $150000 U.S. https://t.co/xiDe0kWrjx # Marijuana https://t.co/4uqVXVNwTL @CBC Cheryl@CherylShuman.com https://t.co/J5GxfCCgII 	  	http://twitter.com/CherylShuman/status/1034255000367718400				'1034255000367718400	1	0	1	0	0	0	0	0	0	0
'20965586	idiot_girl		Mon Feb 16 05:47:53 +0000 2009	23791	2631	1943	57690			0	 @TheBeastRurik @CDCTobaccoFree Uh -  you need a therapist -  not a vape pen. 	  	http://twitter.com/idiot_girl/status/1035229236670488576				'1035229236670488576	1	0	0	0	0	0	0	1	0	0
'2909505971	smokerslogicksm		Sun Dec 07 16:53:41 +0000 2014	447	1360	1906	345721			0	 Opening a # vape shop? Get insight from a super successful shop owner in PA!  https://t.co/UYx6r5vEId https://t.co/jORPTk02bs 	  	http://twitter.com/smokerslogicksm/status/1038815397577940993				'1038815397577940993	1	0	1	0	0	0	0	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	136285			0	 New Vaping Vaporesso Polar With Cascade Baby SE Kit https://t.co/c0ym5zpSIL https://t.co/87iatRD9Mi 	  	http://twitter.com/VapingAve40/status/1035948032548728832				'1035948032548728832	1	1	0	0	0	0	0	0	0	0
'733441533140185088	sh_kinks		Thu May 19 23:37:43 +0000 2016	0	12	2	39439			0	 vaping about clizzy 	  	http://twitter.com/sh_kinks/status/1038991319270604800				'1038991319270604800	1	0	0	0	0	0	0	0	0	0
'2949014894	mikah_maria		Mon Dec 29 04:22:21 +0000 2014	6527	598	502	12528			0	 If anyone's selling a juul for cheap hmu 	  	http://twitter.com/mikah_maria/status/1031384555486420994				'1031384555486420994	1	0	0	0	0	0	1	0	0	0
'273605096	manoftomorrow01		Mon Mar 28 20:24:25 +0000 2011	18172	455	219	116394			0	 OH MY GOD DUNCAN HUNTER IS THE VAPING CONGRESSMAN _newline_  _newline_ HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA 	  	http://twitter.com/manoftomorrow01/status/1032039682958401536				'1032039682958401536	1	0	0	0	0	0	0	0	0	0
'1644246397	noahcalore		Sun Aug 04 03:15:52 +0000 2013	150545	2918	144	82004			0	 the girl charging her juul in her laptop is a mood. 	  	http://twitter.com/noahcalore/status/1032302437518991362				'1032302437518991362	1	0	0	0	0	0	1	0	0	0
'22730293	WRyanMcCann		Wed Mar 04 03:59:55 +0000 2009	3925	547	867	111092			0	 Lay off the Juul 	 Labor Day is based on the idea that it's okay to have ideas that lead to the death of tens of millions of people as long as you get Saturday off to smoke pot and make necklaces out of cat entrails. 	http://twitter.com/WRyanMcCann/status/1036716849461964800				'1036716849461964800	1	0	0	0	0	0	0	1	0	0
'362451113	MittenDAmour		Fri Aug 26 12:29:53 +0000 2011	37696	11859	353	132324			0	 Think the person in front of me is huffing on a salted caramel flavour vape because fuck me -  it's like walking through Nigella Lawson's queef. 	  	http://twitter.com/MittenDAmour/status/1031806488476622848				'1031806488476622848	1	0	0	0	0	0	0	1	0	0
'2199395154	AussiBodySecret		Sun Nov 17 11:53:44 +0000 2013	0	333	300	147659			0	 Daily Vaping Tied to Doubling of Heart Attack Risk - HealthDay https://t.co/4LZBPeuIdw 	  	http://twitter.com/AussiBodySecret/status/1033102670322577408				'1033102670322577408	1	0	0	0	1	0	0	1	0	0
'248230600	w41gy		Sun Feb 06 15:04:37 +0000 2011	959	414	447	16375			0	 @TheMopingOwl @oogyflip Vape -  the new tobacco. _newline_ # bbcaq _newline_ https://t.co/6xpeWa0JfK 	  	http://twitter.com/w41gy/status/1030805961538265089				'1030805961538265089	1	0	1	0	0	0	0	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	146774			0	 New Vaping SMOK Stick Prince Pen-Style Kit-3000mAh https://t.co/vHQIbFwidK https://t.co/ImSIVSoHSH 	  	http://twitter.com/VapingAve40/status/1037240629024026624				'1037240629024026624	1	1	0	0	0	0	0	0	0	0
'266815912	MVK3R_		Tue Mar 15 21:36:41 +0000 2011	86564	741	333	24496			0	 do i have to own a juul to be cool on the internet or.... 	  	http://twitter.com/MVK3R_/status/1034575607391236097				'1034575607391236097	1	0	0	0	0	0	1	0	0	0
'1019392508005142528	jhsmilw0rm		Wed Jul 18 01:24:48 +0000 2018	1	9	51	18			0	 @DMTummy vaping is fucking badass 	  	http://twitter.com/jhsmilw0rm/status/1030711867562385408				'1030711867562385408	1	0	0	0	0	0	1	0	0	0
'764113688	dominicrichh		Fri Aug 17 17:27:04 +0000 2012	3513	476	258	3840			0	 @amie_geee my juul. I lost her today :/ 	  	http://twitter.com/dominicrichh/status/1039644227167289346				'1039644227167289346	1	0	0	0	0	0	1	0	0	0
'49641035	TerrorX		Mon Jun 22 14:19:09 +0000 2009	273	46	196	483			0	 I liked a @YouTube video https://t.co/plmEGQJqQq Loop Hole by Abstrakt ( All Day Vape A.D.V. ) Vape Review w/ Special Guest Subscriber 	  	http://twitter.com/TerrorX/status/1038153437756575744				'1038153437756575744	1	0	0	0	0	0	1	0	0	0
'822638089331965953	EmpComLLC		Sat Jan 21 02:52:59 +0000 2017	1	74	0	66270			0	 Juul Labs has overtaken the U.S. e-cigarette market and the company is now valued at more than $15 billion. But Juul faces lawsuits and FDA regulation -  and its popularity among teens could threaten its future. https://t.co/Fq67vneZ38 https://t.co/Lc72frgavI 	  	http://twitter.com/EmpComLLC/status/1039849443858829312				'1039849443858829312	1	0	1	0	0	0	0	0	0	0
'3019270719	xbrixe		Thu Feb 05 03:57:02 +0000 2015	9902	186	385	16321			0	 @seneca Yeah -  now. Because you got mad at the situation and went outside to vape and wait for the computer to g eat itself straight. 	  	http://twitter.com/xbrixe/status/1038617878604537856				'1038617878604537856	1	0	0	0	0	0	0	0	0	0
'949171499839057920	Jethroblablabla		Fri Jan 05 06:51:35 +0000 2018	929	139	103	1175			0	 @immrcanthnycsc Juice ng vape? 	  	http://twitter.com/Jethroblablabla/status/1031478560148475904				'1031478560148475904	1	0	0	0	0	0	0	0	0	0
'780595561212678145	_alexbeamer		Tue Sep 27 02:30:59 +0000 2016	2414	51	247	1305			0	 I just had a massive vape cloud blown in my face by someone going full speed on a boosted board. I'm not even mad -  because I respect the skill that took 	  	http://twitter.com/_alexbeamer/status/1035367900708712448				'1035367900708712448	1	0	0	0	0	0	1	0	0	0
'4254392601	oliviaaa_m7		Mon Nov 23 03:39:09 +0000 2015	8550	290	275	5457			0	" Uncle Alan: ""if these people want to waste their money on vaping they can send the money to me to buy a new shirt"" "	  	http://twitter.com/oliviaaa_m7/status/1041133464500793346				'1041133464500793346	1	0	0	0	0	0	0	1	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	125918			0	 New Vaping Vaporesso Cascade ONE PLUS SE with Cascade Baby SE Kit 3000mAh https://t.co/suVPdGJ2G8 https://t.co/EEcYxUUrKV 	  	http://twitter.com/VapingAve40/status/1034368358794182656				'1034368358794182656	1	1	0	0	0	0	0	0	0	0
'1320893006	HarukiHirosan		Mon Apr 01 18:22:38 +0000 2013	2199	172	333	5890			0	 @JoeDRBLX @owonedas Its actually not vape. Its for people who wants to quit smoking. This helps by reducing the ammount smoked by its flash memory. It doesnt let you smoke more than 3 times a day and with 20 minutes intervals. Its an e cigarette. 	  	http://twitter.com/HarukiHirosan/status/1030769762958274560				'1030769762958274560	1	0	0	0	0	0	1	0	0	0
'2909505971	smokerslogicksm		Sun Dec 07 16:53:41 +0000 2014	447	1354	1904	346525			0	 Showing Some Vape Love! It's all in the Throat Hit! _newline_ https://t.co/2gb2fJcUW9 https://t.co/3OA5G78j2u 	  	http://twitter.com/smokerslogicksm/status/1041843023666130949				'1041843023666130949	1	0	0	0	0	0	1	0	0	0
'32715808	desmess		Sat Apr 18 01:37:08 +0000 2009	610	133	2043	512			0	 Visit Vape Connexion to receive your free gift! https://t.co/czvmXjF3sO 	  	http://twitter.com/desmess/status/1040385468452491266				'1040385468452491266	1	1	0	0	0	0	0	0	0	0
'888472004034265088	BigneyHarrison		Fri Jul 21 18:53:27 +0000 2017	1242	90	104	878			0	 I'm all for @Nku being a safe place for LBGTQ students but I draw the line at these vaping larping hoodlums attacking each other when I walk out of class and blowing vape clouds while they swirl their capes. This is just wrong 	  	http://twitter.com/BigneyHarrison/status/1041763081947410432				'1041763081947410432	1	0	0	0	0	0	0	1	0	0
'857038275747426304	alisssareneee		Wed Apr 26 01:07:02 +0000 2017	15770	434	365	5399			0	 also no one yawns with their mouth barely open... we know you're hitting your juul 	  	http://twitter.com/alisssareneee/status/1034136338113748993				'1034136338113748993	1	0	0	0	0	0	0	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	106410			0	 New Vaping Vaporesso Tarot Nano 80W TC Kit https://t.co/rwAC8V3wJh https://t.co/VJViQC04vF 	  	http://twitter.com/VapingAve40/status/1031852072071647232				'1031852072071647232	1	1	0	0	0	0	0	0	0	0
'1637340110	CosmicGemini		Thu Aug 01 06:53:33 +0000 2013	4605	62	176	2629			0	 Bruuuhhhh\U0001f44c\U0001f3fb\U0001f44c\U0001f3fb\U0001f44c\U0001f3fb 	 so this white boy was charging his Juul in my 11 am writing class. Our professor then gave us a writing warm up: Choose one person in the class -  study them -  and write a story about their morning. i ran with it ...... https://t.co/uZcMkZVNda 	http://twitter.com/CosmicGemini/status/1036219693151879169				'1036219693151879169	1	0	0	0	0	0	0	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	113948			0	 New Vaping Geekvape ZEUS Dual RTA 5.5ml https://t.co/IGHNji07gn https://t.co/ws3EH2VCco 	  	http://twitter.com/VapingAve40/status/1032889924184301569				'1032889924184301569	1	1	0	0	0	0	0	0	0	0
'2973040762	Vapofolies		Sun Jan 11 12:56:47 +0000 2015	59	426	767	12091			0	 Dripper Recurve BF RDA Wotofo # vapote # vape # vaping # deals # bonplan # vapofolies # ecig  https://t.co/ZF8KMaj0KR 	  	http://twitter.com/Vapofolies/status/1034749893066346502				'1034749893066346502	1	1	0	0	0	0	0	0	0	0
'159214663	sircoolness		Thu Jun 24 19:43:13 +0000 2010	1599	396	1033	21054			0	 Shaunie couldnt work the vape # BasketballWives 	  	http://twitter.com/sircoolness/status/1031361181888471040				'1031361181888471040	1	0	0	0	0	0	1	0	0	0
'1350811844	Greenhxwk		Sun Apr 14 02:55:54 +0000 2013	42525	1193	404	20026			0	 @Phxim Was that a vape pen in the background haha 	  	http://twitter.com/Greenhxwk/status/1038900201984012288				'1038900201984012288	1	0	0	0	0	0	0	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	136793			0	 New Vaping SMOK Resa Stick Starter Kit 2000mAh https://t.co/ZZudA7bzZt https://t.co/oM1YM3JPY4 	  	http://twitter.com/VapingAve40/status/1035994501624414208				'1035994501624414208	1	1	0	0	0	0	0	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	44	59	174015			0	 New Vaping Eleaf iStick Pico S Kit with battery https://t.co/ndlCu8kPqD https://t.co/ho4m4yJaJm 	  	http://twitter.com/VapingAve40/status/1040603432921358337				'1040603432921358337	1	1	0	0	0	0	0	0	0	0
'3029088662	luyaokev		Thu Feb 19 07:58:30 +0000 2015	48	22	84	24			0	 Handcheck!! _newline_  _newline_ By team monster!! @ Myster Nephos Vape Lounge https://t.co/JGL5JA78Rm 	  	http://twitter.com/luyaokev/status/1032577535371104256				'1032577535371104256	1	0	0	0	0	0	1	0	0	0
'1021285479717646336	havavape		Mon Jul 23 06:46:47 +0000 2018	2	194	8	63			0	 Enjoy your day with Beetles. _newline_  _newline_ Head to https://t.co/m0R6QzQ85Z _newline_  _newline_ WARNING: All HAVA products are intended for 21+ adult smokers. _newline_  _newline_ # hava # havavape # vape # vaping # vapedaily # vapemod # vapefam https://t.co/2U604CTist 	  	http://twitter.com/havavape/status/1041573331789524992				'1041573331789524992	1	1	0	0	0	0	0	0	0	0
'2474898180	fatcatvapor		Sat May 03 03:56:19 +0000 2014	44712	1176	754	24165			0	 @jacobgrier Cnt'd  _newline_  _newline_ Vaping IS flavors. The 2 things are inextricable. Banning all but tobacco flavors -  is like banning all flavors of ice cream except Rocky Road. I use RR -  because vanilla is actually the most popular ice cream flavor -  and tobacco isnt the most popular flavor for vaping. 	  	http://twitter.com/fatcatvapor/status/1040334982261235713				'1040334982261235713	1	0	0	1	0	0	1	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	130731			0	 New Vaping Smok X-Priv Baby Kit https://t.co/NTMzrxX04z https://t.co/BKaEBXXP39 	  	http://twitter.com/VapingAve40/status/1035235097430044672				'1035235097430044672	1	1	0	0	0	0	0	0	0	0
'2176420292	leger_alyssa		Tue Nov 05 16:39:10 +0000 2013	1035	299	615	3172			0	 Who vapes inside of Chick-Fil-A?! _newline_ *Trash* 	  	http://twitter.com/leger_alyssa/status/1040606012087169024				'1040606012087169024	1	0	0	0	0	0	0	1	0	0
'3020306708	ttayloraee		Sun Feb 15 01:39:54 +0000 2015	15180	352	233	6012			0	" @Christian_Gilmo u see the one where at the end it said some dumb shit like ""so -  who's gonna throw their juul away now?"" uhh no birch "	  	http://twitter.com/ttayloraee/status/1035579015317401601				'1035579015317401601	1	0	0	0	0	0	1	0	0	0
'19281209	agoosedad		Wed Jan 21 08:47:51 +0000 2009	25687	2387	491	12192			0	 Vape nation xx https://t.co/s1uQhKrezv 	  	http://twitter.com/agoosedad/status/1039529435182063616				'1039529435182063616	1	0	0	0	0	0	1	0	0	0
'560129816	RobbyTeaBags		Sun Apr 22 07:41:25 +0000 2012	251	110	175	5410			0	 @ulterior_person Why don't you just go vape outside like an entitled douchebag. 	  	http://twitter.com/RobbyTeaBags/status/1033744422238863361				'1033744422238863361	1	0	0	0	0	0	0	1	0	0
'1623348722	unironically		Fri Jul 26 16:33:18 +0000 2013	25112	12718	590	1800			0	 @manytits I'm going downtown city later to get vape shit for my friend. _newline_ But u should def lmk if ur down to hang out -  if my friend is off-work. 	  	http://twitter.com/unironically/status/1039142274540728321				'1039142274540728321	1	0	0	0	0	0	1	0	0	0
'975452062820552704	thevapevapeshow		Sun Mar 18 19:21:09 +0000 2018	2	23	22	248			0	 Loving the look of these graffiti mods -  can see these really taking off. What do you think? _newline_  _newline_ # vape # liquid # review # vapevapeshow # shoulder2shoulder # vapelife # vapelifestyle # instavape... https://t.co/foCWuvHinX 	  	http://twitter.com/thevapevapeshow/status/1033979997973819395				'1033979997973819395	1	0	0	0	0	0	0	0	0	0
'1971500544	idklambert		Sat Oct 19 12:55:19 +0000 2013	5053	1354	397	52200			0	 im him vaping like that 	  	http://twitter.com/idklambert/status/1032594493160095745				'1032594493160095745	1	0	0	0	0	0	1	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	108658			0	 New Vaping Coil Master Building Mat https://t.co/6MDUBJ596I https://t.co/qEE5yw43cA 	  	http://twitter.com/VapingAve40/status/1032168805173096448				'1032168805173096448	1	1	0	0	0	0	0	0	0	0
'2588329459	HaleVaping		Wed Jun 25 22:12:33 +0000 2014	653	515	718	687			0	 Attention Vape Reviewer's we're looking to see what you think of some new products we have ... pm me your details if interested...  # reviews # vapereview # Cloudchasing # HaleVaping # HaleVape Make The Change Today.. https://t.co/Cs0j2MF58m 	  	http://twitter.com/HaleVaping/status/1036530156763013120				'1036530156763013120	1	1	0	0	0	0	0	0	0	0
'998577277800734721	Vaporizerz1		Mon May 21 14:52:30 +0000 2018	0	0	0	1			0	 You can now shop online for # vaping supplies at our new online store! _newline_  _newline_ \u2192 https://t.co/fZaOdHbT4T 	  	http://twitter.com/Vaporizerz1/status/1040034181747761152				'1040034181747761152	1	1	0	0	0	0	0	0	0	0
'3072668473	K_Wolstenholme		Wed Mar 11 07:45:53 +0000 2015	2605	18	22	781			0	 @sidney_presley @idkendra @jamescharles I'm studying medicine and current studies suggest that vapes are almost as bad for you as cigarettes \U0001f92d 	  	http://twitter.com/K_Wolstenholme/status/1040464593850576902				'1040464593850576902	1	0	0	0	1	0	0	1	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	110724			0	 New Vaping Justfog C601 Pod https://t.co/nCt0bR5Bzu https://t.co/jRkdWiyczz 	  	http://twitter.com/VapingAve40/status/1032483624942100480				'1032483624942100480	1	1	0	0	0	0	0	0	0	0
'829859662350610432	SIGELEI_Tech		Fri Feb 10 01:08:56 +0000 2017	380	1450	152	747			0	 LOOK -  Sigelei Sobra kit is portable. _newline_ Order:https://t.co/jsS9sGqJJz                                                                   _newline_ # vape # vapelife # vapeporn # ecig # vapelove # vaper # vapefriends # dripclub # vapefamous # westcoastvapers # sigelei # vapekit https://t.co/7iRnE2kH19 	  	http://twitter.com/SIGELEI_Tech/status/1037143306889658371				'1037143306889658371	1	1	0	0	0	0	0	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	59	171279			0	 New Vaping Vaporesso SWAG Mod 80W https://t.co/Ixs39NaEhU https://t.co/1tVGSBnD9V 	  	http://twitter.com/VapingAve40/status/1040257728919347200				'1040257728919347200	1	1	0	0	0	0	0	0	0	0
'1259535607	CueCig		Mon Mar 11 13:57:54 +0000 2013	78	3336	3345	6771			0	 EVOD TWIST II | 1600mah VV Battery Has a sturdy easy to read rotating dial at the bottom for voltage adjusting. https://t.co/MVjEujQp7O # vape # ejuice # vaping # vapelife # vapefam # vapeon https://t.co/FIPJZ6VrKF 	  	http://twitter.com/CueCig/status/1041220139453050880				'1041220139453050880	1	1	0	0	0	0	0	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	159580			0	 New Vaping SMOK Mag Baby 50W TC Kit with TFV12 Baby Prince 1600mAh https://t.co/GLgAjgtoAc https://t.co/gdZq7CyIax 	  	http://twitter.com/VapingAve40/status/1038785869631631360				'1038785869631631360	1	1	0	0	0	0	0	0	0	0
'988072513438613507	papisbeanbot		Sun Apr 22 15:10:19 +0000 2018	0	131	2	6561			0	" If god handed you a juul and said ""hit this"". "	  	http://twitter.com/papisbeanbot/status/1033835343282360320				'1033835343282360320	1	0	0	0	0	0	0	0	0	0
'322259193	ECIGCANADAZONE		Wed Jun 22 21:58:41 +0000 2011	21	1199	1263	283340			0	 SHOP AT https://t.co/DTxEP9G0As AND GET YOUR VAPE ON. Ecig Canada Zone Electronic Cigarettes ECigarettes with or without NICOTINE. Smoking cessation -  quit smoking -  vape -  e-liquid. WE SHIP FROM CANADA TO CANADA AND... https://t.co/nnBeMo8Bpj 	  	http://twitter.com/ECIGCANADAZONE/status/1030592836473966593				'1030592836473966593	1	1	0	0	0	0	0	0	0	0
'832681771888103426	knyy_		Fri Feb 17 20:02:59 +0000 2017	2913	104	433	2365			0	 who put these toilets in the juul room 	  	http://twitter.com/knyy_/status/1032413307104256001				'1032413307104256001	1	0	0	0	0	0	0	0	0	0
'2984678487	ginko_ebooks		Sun Jan 18 21:47:34 +0000 2015	0	27	1	22664			0	 lulu can you teach me how to vape 	  	http://twitter.com/ginko_ebooks/status/1036577611973984256				'1036577611973984256	1	0	0	0	0	0	1	0	0	0
'964134656957452288	TheVapingNews		Thu Feb 15 13:49:49 +0000 2018	188	386	1821	5478			0	 PVapes: JUUL is fighting on many fronts as the company grows globally. At home it is defending itself against allegations of marketing to teens -  abroad it faces up to counterfeiters _newline_ https://t.co/pEsHjPRmRo JUULvapor AtelierDanko # vaping # vapenews # juul # smokefree 	  	http://twitter.com/TheVapingNews/status/1040510979883364352				'1040510979883364352	1	0	1	0	0	0	0	0	0	0
'868575216087126016	justupcoming		Sat May 27 21:10:43 +0000 2017	0	23	126	9015			0	 On Politics: F.D.A. Cracks Down on Vape Makers https://t.co/sKDcykPUJb 	  	http://twitter.com/justupcoming/status/1040134910089019392				'1040134910089019392	1	0	0	1	0	0	0	1	0	0
'1703060592	VSpotVaporRoom		Mon Aug 26 22:32:02 +0000 2013	8	990	40	866			0	 @kiloeliquids Vanilla Almond Milk is a blend of both nutty and creamy notes. Enjoy the delectable balance of roasted almonds and fresh milk with this all day vape. _newline_ We Have it Here @ _newline_ The V Spot Vapor  _newline_ Mon-Thurs 10 Am - 9 Pm _newline_ Friday-Saturday 10 Am - 10 Pm _newline_ Sunday 12 Pm - 7 pm 	  	http://twitter.com/VSpotVaporRoom/status/1033049151481602049				'1033049151481602049	1	1	0	0	0	0	0	0	0	0
'90982922	TimGNorman		Wed Nov 18 23:15:00 +0000 2009	1351	332	218	89339			0	 Never vape. 	 Vaping 'can damage vital immune system cells' https://t.co/JmSCYEqfC5 	http://twitter.com/TimGNorman/status/1032087855433039872				'1032087855433039872	1	0	0	0	0	0	0	1	0	0
'1941218732	lmstroud89		Sun Oct 06 15:01:42 +0000 2013	345	588	2381	725			0	 @morganisawizard And some states and cities won't let them smoke or vape. 	  	http://twitter.com/lmstroud89/status/1031925310680432641				'1031925310680432641	1	0	0	1	0	0	0	1	0	0
'807644508775137282	zorology		Sat Dec 10 17:53:51 +0000 2016	17058	256	79	4502			0	 im gonna juul myself -karla threatening suicide 	  	http://twitter.com/zorology/status/1030605659979620352				'1030605659979620352	1	0	0	0	0	0	0	0	0	0
'3056889327	sirahle		Mon Feb 23 19:38:22 +0000 2015	4047	342	111	7809			0	 @oaklindca LOL then what's the point of the juul 	  	http://twitter.com/sirahle/status/1037787104212705280				'1037787104212705280	1	0	0	0	0	0	0	0	0	0
'497309650	heavenbrady109		Sun Feb 19 21:07:27 +0000 2012	1489	133	274	2519			0	 my grandma just hit my juul and about died but she can smoke two packs a day \U0001f926\U0001f3fc\u2640\ufe0f 	  	http://twitter.com/heavenbrady109/status/1039345304846442496				'1039345304846442496	1	0	0	0	0	0	1	0	0	0
'1259535607	CueCig		Mon Mar 11 13:57:54 +0000 2013	73	3263	3367	10905			0	 Vaporesso Veco Solo Replacement Coils https://t.co/FxIEO4xG0A # vape # ejuice # vapecoil # ecigcoil # vaporessocoil # vaping # vapelife # vapefam # vapeon .@cuecig https://t.co/sD1ETWbVQt 	  	http://twitter.com/CueCig/status/1035453389029683200				'1035453389029683200	1	1	0	0	0	0	0	0	0	0
'2198839444	totofromtwoways		Thu Nov 28 05:37:11 +0000 2013	81398	1167	979	34384			0	 i juul at school 	  	http://twitter.com/totofromtwoways/status/1040261050392821761				'1040261050392821761	1	0	0	0	0	1	1	0	0	0
'860365728	YungKirkDa6th		Wed Oct 03 21:29:54 +0000 2012	11367	1116	835	37650			0	 Anybody got some vape juice? Smoking has come to an end 	  	http://twitter.com/YungKirkDa6th/status/1037751818170843140				'1037751818170843140	1	0	0	0	0	0	0	0	0	0
'885159051621003264	Vaping_Train		Wed Jul 12 15:28:58 +0000 2017	23256	10273	10322	43124			0	 @VapeBookNet Posted...  _newline_ https://t.co/50QD1moDLK 	 Best for MTL and DTL Vaping - Vaporesso Drizzle Fit Starter Kit: Best for MTL and DTL Vaping - Vaporesso Drizzle Fit Starter Kit Hi friends -  Vaporesso presents us with a brand new starter kit. You can log in to get a low... https://t.co/sDaqKcXesG # VapingTrain # vapefam # vapeon https://t.co/YTkwC7sjDy 	http://twitter.com/Vaping_Train/status/1039040449166671872				'1039040449166671872	1	1	0	0	0	0	0	0	0	0
'4638358163	saintava		Tue Dec 29 02:09:57 +0000 2015	26867	472	524	10033			0	 my counterfeit juul pods came in the mail today 	  	http://twitter.com/saintava/status/1040046264258322432				'1040046264258322432	1	0	0	0	0	0	1	0	0	0
'957908006	Alan_Beard1		Mon Nov 19 17:08:56 +0000 2012	16523	4723	2618	38183			0	 Both of us can cherrypick !  _newline_ ' all vape shops inspected were found to be in compliance with the regulatory requirements of FDA that were in effect at the time of the inspection' _newline_  _newline_ https://t.co/VR8klcEwZq 	" ""Notes from the Field: Inspection of 59 Vape Shops"" https://t.co/GujwI0emHt by @CDCgov via @StatNews # ecigs # vaping _newline_  _newline_ ""... consumers might not receive complete information regarding product contents or purchase products of consistent quality."" "	http://twitter.com/Alan_Beard1/status/1035529616360923136				'1035529616360923136	1	0	1	0	0	0	0	0	0	0
'849933881528668160	VapingAve40		Thu Apr 06 10:36:43 +0000 2017	20	45	60	143608			0	 New Vaping SMOK Mag Baby 50W TC Kit with TFV12 Baby Prince 1600mAh https://t.co/GLgAjgKZrK https://t.co/w0h9DpnkYW 	  	http://twitter.com/VapingAve40/status/1036877740702498817				'1036877740702498817	1	1	0	0	0	0	0	0	0	0
'4797487924	50xshadesGray		Wed Jan 13 20:29:16 +0000 2016	2487	128	93	180			0	 Fruit medley Juul pod candle 	  	http://twitter.com/50xshadesGray/status/1038964417503928326				'1038964417503928326	1	0	0	0	0	0	0	0	0	0
'1035351575168835584	Eleven34455796		Fri Aug 31 02:20:26 +0000 2018	1	0	1	10			0	 Itsuwa CBD/THC  vape pen. _newline_ Liberty X5 /V9 + Max Battery. _newline_ Adjustable voltage and preheating function suit for stick... https://t.co/hmR3lSxL7K 	  	http://twitter.com/Eleven34455796/status/1040434037930840065				'1040434037930840065	1	1	0	0	0	0	0	0	0	0
'30642860	kkazantzoglou		Sun Apr 12 12:28:51 +0000 2009	52	415	1956	84440			0	 Vaping Underground Live Stream \u2013 VU Live https://t.co/mrd5MEmnP3<br><br> https://t.co/iapmDkZ4Pl 	  	http://twitter.com/kkazantzoglou/status/1036890621263396864				'1036890621263396864	1	0	0	0	0	0	0	0	0	0
'1013716820073668608	HiraniTwinkal		Mon Jul 02 09:31:38 +0000 2018	0	1	77	226			0	 Electronic Cigarettes Ecig Vogue 50W 2200mAh Starter Kit Pen Vape Shisha Box Mod _newline_ @eBay_UK https://t.co/0wuWkhzvLe 	  	http://twitter.com/HiraniTwinkal/status/1034375276409413634				'1034375276409413634	1	1	0	0	0	0	0	0	0	0
'842793373	parsnip_hiii		Mon Sep 24 02:13:27 +0000 2012	13065	362	384	12453			0	 Drinking beer on a completely empty stomach = accidentally juuling on the subway cuz you think you're outside ;( 	  	http://twitter.com/parsnip_hiii/status/1032802991831740419				'1032802991831740419	1	0	0	0	0	0	1	0	0	0
'633355561	s_ruggier11		Thu Jul 12 01:12:19 +0000 2012	8233	641	598	23113			0	 my dad just bought a juul what is life 	  	http://twitter.com/s_ruggier11/status/1032774658179907584				'1032774658179907584	1	0	0	0	0	0	1	0	0	0
'2352660107	emptyvxlentine		Wed Feb 19 14:32:47 +0000 2014	12928	948	153	23507			0	 @sgfgsam @Luke5SOS want a juul? i have 4 extra ones 	  	http://twitter.com/emptyvxlentine/status/1036810563240816642				'1036810563240816642	1	0	0	0	0	0	1	0	0	0
